ID;URI;German Name;German Synonyms;English Name;English Synonyms;Wikidata ID;GND ID (male);GND ID (female);GND ID (group);AAT ID;Parent Role;German Breadcrumb;English Breadcrumb;"Pre-selects ""ist Urheber:in"" automatically";"Pre-selects ""besitzt Leistungsschutzrechte"" automatically"
246;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-246;Elektrotechniker:in;Elektrotechnikerin,Elektrotechniker;electrotechnician;;Q1327627;4131091-3;1227233221;;;244;Techniker:in > Elektrotechniker:in;technician > electrotechnician;0;0
247;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-247;Textdichter:in;Textdichterin,Textdichter;lyricist;;Q822146;;;;300025675;;Textdichter:in;lyricist;1;0
248;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-248;Theatergruppe;Theaterensemble;theatre group;theater group,theatre company,theater company ;Q2416217;;;4126993-7;300266039;;Theatergruppe;theatre group;0;1
249;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-249;Theaterleiter:in;Theaterdirektor:in,Theaterleiterin,Theaterleiter;theatre manager;theater manager,theatre director,theater director;Q1776724;4398844-1; 4501736-0;;300312210;;Theaterleiter:in;theatre manager;0;0
250;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-250;Theaterproduzent:in;Theaterproduzentin,Theaterproduzent;theatrical producer;theatre producer,theater producer;Q1759246;4504084-9;4635472-4;;;;Theaterproduzent:in;theatrical producer;0;0
251;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-251;Toningenieur:in;Toningenieurin,Toningenieur;audio engineer;sound engineer;Q128124;4375554-9;7859952-0;;;;Toningenieur:in;audio engineer;0;0
252;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-252;Master-Ingenieur:in;Master-Ingenieurin,Master-Ingenieur;mastering engineer;;Q6785368;;;;;251;Toningenieur:in > Master-Ingenieur:in;audio engineer > mastering engineer;0;0
253;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-253;Tonmischer:in;Tonmischerin,Tonmischer;sound mixer;;Q123110627;;;;;251;Toningenieur:in > Tonmischer:in;audio engineer > sound mixer;0;0
254;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-254;Übersetzer:in;Übersetzerin,Übersetzer;translator;;Q333634;4061414-1;4372438-3;;300025601;;Übersetzer:in;translator;0;0
255;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-255;Unternehmer:in;Unternehmerin,Unternehmer;entrepreneur;;Q131524;4061949-7;4187051-7;;300025222;;Unternehmer:in;entrepreneur;0;0
256;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-256;Veranstalter:in;Veranstalterin,Veranstalter;host;;Q2378505;;;;300440759;;Veranstalter:in;host;0;1
257;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-257;Verfasser:in;Autor,Verfasserin,Verfasser;writer;author;Q36180;4003982-1;4258697-5;;300448851;;Verfasser:in;writer;0;0
258;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-258;Verleger:in;Verlegerin,Verleger;publisher;;Q2516866;4138343-6;4266720-3;;300025574;;Verleger:in;publisher;0;0
259;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-259;Musikverleger:in;Musikverlegerin,Musikverleger;music publisher;;Q222836;4398799-0;7628960-6;;;258;Verleger:in > Musikverleger:in;publisher > music publisher;0;0
260;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-260;Vertrieb;;distributor;;Q12540664;4127117-8;4127117-8;;300404885;;Vertrieb;distributor;0;0
261;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-261;Voice-Over;Off-Kommentar;voice-over;;Q1146822;4259542-3;4259542-3;4259542-3;;;Voice-Over;voice-over;0;0
262;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-262;Vokalist:in;Vokalistin,Vokalist;vocalist;;Q2643890;;;;;;Vokalist:in;vocalist;0;1
263;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-263;Chansonnier/Chansonnière;Chansonsängerin,Chansonsänger;chansonnier/chanteuse;;Q13391399;4194394-6;4388002-2;;;262;Vokalist:in > Chansonnier/Chansonnière;vocalist > chansonnier/chanteuse;0;1
264;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-264;Jodler:in;Jodlerin,Jodler;yodeler;;Q21234378;1249882389;1246696967;;;262;Vokalist:in > Jodler:in;vocalist > yodeler;0;1
265;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-265;Rapper:in;Rapperin,Rapper;rapper;;Q2252262;4303534-6;107257439X;;;262;Vokalist:in > Rapper:in;vocalist > rapper;0;1
266;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-266;Vortragsredner:in;Vortragsrednerin,Vortragsredner;lecturer;;Q9379869;;;;300136462;;Vortragsredner:in;lecturer;0;0
267;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-267;Webvideoproduzent:in;Webvideoproduzentin,Webvideoproduzent;web video producer;;Q118371929;;;;;;Webvideoproduzent:in;web video producer;0;0
268;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-268;Video Blogger:in;Video-Blogger,Video-Bloggerin,Vlogger;video blogger;;Q4110598;;;;;265;Webvideoproduzent:in > Video Blogger:in;web video producer > video blogger;0;0
269;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-269;Widmungsträger:in;Widmungsempfängerin,Widmungsempfänger,Widmungsträgerin,Widmungsträger;dedicatee;;Q28008298;;;;300121765;;Widmungsträger:in;dedicatee;0;0
270;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-270;Zirkusdirektor:in;Zirkusdirektorin,Zirkusdirektor;circus director;circus owner;Q21061372;1270770462;1270770810;;;;Zirkusdirektor:in;circus director;0;0
271;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-271;Zupfinstrumentenspieler:in;Zupfinstrumentenspielerin,Zupfinstrumentenspieler;plucked string instrument player;;Q123110687;;;;;;Zupfinstrumentenspieler:in;plucked string instrument player;0;1
272;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-272;Balalaikaspieler:in;Balalaikaspielerin,Balalaikaspieler;balalaikist;;Q56418646;;;;;271;Zupfinstrumentenspieler:in > Balalaikaspieler:in;plucked string instrument player > balalaikist;0;1
273;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-273;Banjospieler:in;Banjoistin,Banjoist,Banjospielerin,Banjospieler;banjoist;banjo player;Q9648008;7520692-4;7553272-4;;300235019;271;Zupfinstrumentenspieler:in > Banjospieler:in;plucked string instrument player > banjoist;0;1
274;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-274;Bassist:in (Instrument);Bassgitarristin,Bassgitarrist;bassist (instrument);bass guitarist;Q584301;;;;300235037;271;Zupfinstrumentenspieler:in > Bassist:in (Instrument);plucked string instrument player > bassist (instrument);0;1
275;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-275;Gitarrist:in;Gitarristin,Gitarrist;guitarist;;Q855091;4157372-9;7553322-4;;300235042;271;Zupfinstrumentenspieler:in > Gitarrist:in;plucked string instrument player > guitarist;0;1
276;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-276;Lead-Gitarrist:in;Lead-Gitarristin,Lead-Gitarrist;lead guitarist;;Q901192;;;;;275;Zupfinstrumentenspieler:in > Gitarrist:in > Lead-Gitarrist:in;plucked string instrument player > guitarist > lead guitarist;0;1
277;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-277;Rhythmusgitarrist;Rhythmusgitarrist,Rhythmusgitarrist;rhythm guitarist;;Q61045547;;;;;275;Zupfinstrumentenspieler:in > Gitarrist:in > Rhythmusgitarrist;plucked string instrument player > guitarist > rhythm guitarist;0;1
278;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-278;Harfenist:in;Harfenistin,Harfenist;harpist;;Q3127709;4272861-7;4712027-7;;300235057;271;Zupfinstrumentenspieler:in > Harfenist:in;plucked string instrument player > harpist;0;1
279;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-279;Lautenist:in;lute player,Lautenistin,Lautenist;lutenist;;Q21166956;4606716-4;4685940-8;;300235043;271;Zupfinstrumentenspieler:in > Lautenist:in;plucked string instrument player > lutenist;0;1
280;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-280;Mandolinist:in;Mandolinistin,Mandolinist;mandolinist;;Q19723482;7553345-5;7553344-3;;;271;Zupfinstrumentenspieler:in > Mandolinist:in;plucked string instrument player > mandolinist;0;1
281;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-281;Ukulelist:in;Ukulelistin,Ukulelist;ukulelist;;Q60643157;;;;;271;Zupfinstrumentenspieler:in > Ukulelist:in;plucked string instrument player > ukulelist;0;1
282;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-282;Zitherspieler:in;Zitherspielerin,Zitherspieler;zitherist;;Q55977806;7553302-9;7553301-7;;;271;Zupfinstrumentenspieler:in > Zitherspieler:in;plucked string instrument player > Zitherspieler:in;0;1
283;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-283;unbekannt;nicht feststellbar;unknown;undocumented;Q24238356;;;;;;unbekannt;unknown;0;0
284;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-284;Komiker:in;Komiker,Komikerin,Komidiant:in,Komödiant,Komödiantin;comedian;comic;Q245068;4164760-9;4356688-1;;;;Komiker:in;comedian;0;1
285;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-285;Boxer:in;Faustkämpfer,Faustkämpferin;boxer;;Q11338576;4267563-7;7740948-6;;;;Boxer:in;boxer;0;0
286;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-286;Tanzorchester;Tanzkapelle;dance orchestra;dance band;Q2393375;4473512-1;;;;154;Musikensemble > Orchester > Tanzorchester;musical ensemble > orchestra > dance orchestra;0;1
287;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-287;Tonträgerunternehmen;Schallplattenfirma,Tonträgerfirma,Schallplattenunternehmen;record company;;Q2442401;;;;;;Tonträgerunternehmen;record company;0;1
288;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-288;Software-Entwickler:in;;software developer;;Q183888;;;;;;Software-Entwickler:in;software developer;0;0
289;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-289;Schriftsteller:in;Buchautorin,Urheber,Schriftsteller,Buchautor,Autor,Schriftstellerin,Autorin,Verfasserin,Verfasser,Urheberin;writer;;Q36180;4053309-8;4053311-6;;300025492;18;Autor:in > Schriftsteller:in;author > writer;1;0
290;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-290;Kriminalschriftsteller:in;Kriminalroman-Schriftsteller,Kriminalroman-Autor,Kriminalroman-Autorin,Kriminal-Autor,Kriminalromanautor,Krimiautorin,Kriminalautor,Kriminalschriftsteller,Kriminalroman-Schriftstellerin,Krimi-Autorin,Kriminalromanautorin,Kriminal-Autorin,Krimi-Autor,Kriminalautorin,Krimiautor,Kriminalschriftstellerin;crime fiction writer;;Q10297252;7624356-4;7624358-8;;;289;Autor:in > Schriftsteller:in > Kriminalschriftsteller:in;author > writer > crime fiction writer;1;0
291;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-291;Lyriker:in;Dichterin,Poet,Lyrikerin,Poetin,Dichter,Lyriker;poet;;Q49757;4168391-2;4246394-4;;300025513;289;Autor:in > Schriftsteller:in > Lyriker:in;author > writer > poet;1;0
292;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-292;Betriebswirt:in;Dipl.-Betriebswirt (FH),Betriebswirtin,Dipl.-Betrw.,Staatlich geprüfte Betriebswirtin,Dipl.-BW,Dipl.-Bw.,Diplom-Betriebswirtschaftlerin,Dipl.-Betriebswirtin (FH),Beratende Betriebswirtin,Dipl.-Betriebsw.,Beratender Betriebswirt,Diplom-Betriebswirtin,Staatlich geprüfter Betriebswirt,Diplom-Betriebswirt,Betriebswirt,Diplom-Betriebswirtschaftler,Dipl.-Bwt.,Dipl.-Betr.-Wirt;business manager;;Q832136;4145078-4;7546980-7;;;;Betriebswirt:in;business manager;0;0
293;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-293;Bewegungspädagog:in;Bewegungspädagoge,Bewegungspädagogin;movement educator;;Q128303868;;;;;;Bewegungspädagog:in;movement educator;0;0
294;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-294;Bildhauer:in;Plastiker,Plastikerin,Bildhauerin,Bildhauer;sculptor;;Q1281618;4139550-5;4294734-0;;300025181;;Bildhauer:in;sculptor;1;0
295;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-295;Biolog:in;Biologin,Biologe;biologist;;Q864503;4131826-2;4380756-2;;300025790;;Biolog:in;biologist;0;0
296;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-296;Biotechniker:in;;biological technician;;Q121904647;;;;;;Biotechniker:in;biological technician;0;0
297;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-297;Botaniker:in;Bontanikerin,Pflanzenkundler,Pflanzenkundlerin,Botaniker;botanist;;Q2374149;4146402-3;4631979-7;;300025791;;Botaniker:in;botanist;0;0
298;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-298;Selbstverleger:in;Selbstverleger,Selbstverlegerin;independent publisher;;Q115793211;7719046-4;7719048-8;;;;Selbstverleger:in;independent publisher;0;0
299;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-299;Web-Designer:in;Webdesignerin,Webdesigner;website designer;;Q11288554;7826295-1;7826298-7;;300443943;44;Designer:in > Web-Designer:in;designer > website designer;0;0
300;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-300;Kapellmeister:in;Kapellmeisterin,Kapellmeister,Capellmeister,Capellmeisterein,Maestro di cappella,Orchesterleiter,Orchesterleiterin;chapelmaster;;Q215793;4398802-7;1303030381;;;;Dirigent:in > Kapellmeister:in;conductor > chapelmaster;0;1
301;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-301;Ergonom:in;Ergonome,Ergonomin;ergonomist;;Q11697052;;;;;;Ergonom:in;ergonomist;0;0
302;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-302;Garderobier:e;Garderobiere,Garderobier;dresser;;Q3125351;1037813596;1037813707;;;;Garderobier:e;dresser;0;0
303;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-303;Geschäftspartner:in;Geschäftspartnerin,Geschäftspartner;business partner;;Q3366101;;;;;;Geschäftspartner:in;business partner;0;0
304;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-304;Dolly Grip;;dolly grip;;Q4165151;;;;;;Grip > Dolly Grip;grip > dolly grip;0;0
305;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-305;Handwerker:in;Handwerker,Handwerkerin;artisan;;Q1294787;4023302-9;4874306-9;;300386205;;Handwerker:in;artisan;0;0
306;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-306;Buchbinder:in;Buchbinderin,Buchbinder;bookbinder;;Q1413170;4146794-2;4438347-2;;300025704;305;Handwerker:in > Buchbinder:in;artisan > bookbinder;0;0
307;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-307;Drucker:in;Drucker,Drucktechnologin,Drucktechniker,Drucktechnologe,Drucktechnikerin,Druckerin;printer;;Q175151;4013091-5;4013091-5;;300025732;305;Handwerker:in > Drucker:in;artisan > printer;0;0
308;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-308;Schneider:in;Weißnäherin,Schneiderin,Näherin,Schneider,Schneidermeister,Näher,Schneidermeisterin,Weißnäher;tailor;;Q242468;4153182-6;4209144-5;;300025365;305;Handwerker:in > Schneider:in;artisan > tailor;0;0
309;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-309;Herausgeber:in;Herausgeberin,Hrsg.,Hg.,Herausgeber;publisher;;Q1607826;4159575-0;4430555-2;;300025574;;Herausgeber:in;publisher;0;0
310;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-310;Humangeograph:in;Antropogeographin,Antropogeografin,Humangeograph,Antropogeograf,Humangeographin,Humangeograf,Antropogeograph,Humangeografin;human geographer;;Q60332470;;;;;;Humangeograph:in;human geographer;0;0
311;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-311;Informatiker:in;Informatiker,Informatikerin;computer scientist;;Q82594;4139395-8;4219059-9;;300236481;;Informatiker:in;computer scientist;0;0
312;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-312;Jurist:in;Juristin,Jurist;jurist;;Q185351;4029050-5;4130076-2;;300236907;;Jurist:in;jurist;0;0
313;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-313;Keramiker:in;Keramiker,Keramikerin;ceramicist;;Q7541856;4307126-0;7541443-0;;300025388;;Keramiker:in;ceramicist;0;0
314;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-314;Konzertmeister:in;Konzertmeisterin,Konzertmeister;concertmaster;;Q691031;4231707-1;1340862638;;;;Konzertmeister:in;concertmaster;0;0
315;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-315;Korrepetitor:in;Korrepetition,Korrepetitorin,Solorepetitor,Solorepetitorin,Korrepetitor;répétiteur;;Q1784753;4283458-2;1203220251;;;;Korrepetitor:in;répétiteur;0;0
316;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-316;Kranführer:in;;crane operator;;Q70660439;4165486-9;;;300025011;;Kranführer:in;crane operator;0;0
317;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-317;Kulturwissenschaftler:in;Kulturwissenschaftlerin,Kulturologin,Kulturologe,Kulturwissenschaftler;cultural studies scholar;;Q19829999;4485235-6;7538689-6;;;;Kulturwissenschaftler:in;cultural studies scholar;0;0
318;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-318;Kunsthistoriker:in;Kunsthistorikerin,Kunstwissenschaftler,Kunstgeschichtlerin,Kunstgeschichtler,Kunsthistoriker,Kunstwissenschaftlerin;art historian;;Q1792450;4033654-2;4226289-6;;300025541;;Kunsthistoriker:in;art historian;0;0
319;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-319;Grafikdesigner:in;Graphikdesignerin,Gebrauchsgraphiker,Gebrauchsgrafiker,Gebrauchsgraphikerin,Gebrauchsgrafikerin,Grafikdesignerin,Graphikdesigner,Grafikdesigner;graphic designer;;Q627325;4125173-8;4550852-5;;300025119;44;Designer:in > Grafikdesigner:in;designer > graphic designer;1;0
320;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-320;Klangkünstler:in;Klangkünstlerin,Klangkünstler;sound artist;;Q19850998;1152099817;1152099981;;;119;Künstler:in > Klangkünstler:in;artist > sound artist;1;0
321;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-321;Illustrator:in;Buch-Illustratorin,Illustratorin,Illustrator,Buchillustratorin,Buchillustrator,Buch-Illustrator;illustrator;;Q644687;4161277-2;4454346-3;;300025123;121;Künstler:in > Maler:in > Illustrator:in;artist > painter > illustrator;1;0
322;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-322;Performancekünstler:in;Performancekünstler,Performancekünstlerin,Aktionskünstlerin,Aktionskünstler;performance artist;;Q10774753;7545699-0;7545707-6;;300025678;119;Künstler:in > Performancekünstler:in;artist > performance artist;1;1
323;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-323;Videokünstler:in;Videokünstlerin,Videokünstler;video artist;;Q18216771;4188228-3;;;300253827;119;Künstler:in > Videokünstler:in;artist > video artist;1;0
324;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-324;Künstlerische:r Leiter:in;Künstlerische Leiterin,Künstlerische Leitung,Künstlerischer Leiter;artistic director;;Q1797162;4444723-1;4444723-1;;300386786;;Künstlerische Leiter:in;artistic director;0;0
325;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-325;Kunstwissenschaftler:in;Kunstwissenschaftler,Kunstwissenschaftlerin;art scholar;art historian;Q1792450;4033654-2;4226289-6;;300025541;;Kunstwissenschaftler:in;art scholar;0;0
326;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-326;Hochschullehrer:in;Professor,Lehrerin im Hochschuldienst,Dozent,College-Professor,Hochschullehrer,College-Professorin,Hochschuldozent,Dozentin,Lehrkraft im Hochschuldienst,Lehrer im Hochschuldienst,Hochschuldozentin,Hochschullehrerin,Professorin;university teacher;;Q1622272;4025243-7;4160219-5;;;125;Lehrer:in > Hochschullehrer:in;teacher > university teacher;0;0
327;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-327;Sportlehrer:in;Sportlehrer,Sportlehrer:in,Sportpädagoge,Sportpädagogin,sports educator,gym teacher,physical education instructor,physical educator,PE teacher,P.E. teacher,sports teacher;physical education teacher;;Q2312637;4056397-2;4330880-6;;;125;Lehrer:in > Sportlehrer:in;teacher > physical education teacher;0;0
328;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-328;Tanzlehrer:in;Tanzlehrerin,Tanzlehrer;dance teacher;;Q2393361;4367572-4;7621406-0;;;327;Lehrer:in > Sportlehrer:in > Tanzlehrer:in;teacher > physical education teacher > dance teacher;0;0
329;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-329;Logopäd:in;Logopäde,Logopädin;speech and language therapist;;Q11762416;4131653-8;7531629-8;;;;Logopäd:in;speech and language therapist;0;0
330;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-330;Eventmanager:in;Eventmamager,Eventmanagerin;event manager;;Q88202606;;;;;133;Manager:in > Eventmanager:in;manager > event manager;0;0
331;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-331;Medienwissenschaftler:in;Medienwissenschftler,Medienwissenschaftlerin;media scholar;;Q6386271;7636581-5;7636582-7;;;;Medienwissenschaftler:in;media scholar;0;0
332;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-332;Musicaldarsteller:in;Musicaldarstellerin,Musical-Darstellerin,Musical-Darsteller,Musicaldarsteller;musical theatre actor;musical theater actor;Q1954956;4170790-4;4565284-3;;;;Musicaldarsteller:in;musical theatre actor;0;1
333;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-333;Bandleader:in;Blasmusikleiter,Blasorchesterdirigentin,Bandleaderin,Blasmusikleiterin,Bandleader,Blasorchesterdirigent;bandleader;;Q806349;7628944-8;;;300025668;160;Musiker:in > Bandleader:in;musician > bandleader;0;1
334;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-334;Jazzmusiker:in;Jazz-Musikerin,Jazz-Musiker,Jazzmusiker,Jazzmusikerin;jazz musician;;Q15981151;4028535-2;4263647-4;;;160;Musiker:in > Jazzmusiker:in;musician > jazz musician;0;1
335;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-335;Musikethnolog:in;Musikethnologin,Musikethnologe;ethnomusicologist;;Q17484288;7628911-4;7628909-6;;300025564;169;Musikwissenschaftler:in > Musikethnolog:in;musicologist > ethnomusicologist;0;0
336;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-336;Naturwissenschaftler:in;Naturwissenschaftler,Naturforscher,Naturforscherin,Naturwissenschaftlerin;natural scientist;;Q18805;4041423-1;4202451-1;;;;Naturwissenschaftler:in;natural scientist;0;0
337;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-337;Chemiker:in;Chemikerin,Chemiker;chemist;;Q593644;4009836-9;4219058-7;;300025793;336;Naturwissenschaftler:in > Chemiker:in;natural scientist > chemist;0;0
338;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-338;Neurobiolog:in;Neurobiologin;neurobiologist;;Q20739288;1180662172;1180662172;;;;Neurobiolog:in;neurobiologist;0;0
339;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-339;Ökolog:in;Ökologe,Oekologin,Ökologin,Oekologe;ecologist;;Q15839134;4172403-3;7721049-9;;300025797;;Ökolog:in;ecologist;0;0
