ID;URI;German Name;German Synonyms;English Name;English Synonyms;Wikidata ID;GND ID (male);GND ID (female);GND ID (group);AAT ID;Parent Role;German Breadcrumb;English Breadcrumb;"Pre-selects ""ist Urheber:in"" automatically";"Pre-selects ""besitzt Leistungsschutzrechte"" automatically"
137;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-137;Mischtonmeister;;re-recording mixer;dubbing mixer;Q339431;;;;;;Mischtonmeister;re-recording mixer;1;0
138;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-138;Mitwirkende:r;Akteurin,Akteur,Mitwirkende,Mitwirkender;contributor;;Q24229398;;;;300403974;;Mitwirkende:r;contributor;0;0
139;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-139;Montage;;montage;;Q97746411;;;;;;Montage;montage;0;0
140;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-140;musikalische:r Begleiter:in;musikalischer Begleiterin,musikalischer Begleiter;accompanist;;Q29448653;;;;;;musikalische:r Begleiter:in;accompanist;0;0
141;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-141;Musikensemble;Musikgruppe;musical ensemble;musical group;Q2088357;;;4212188-7;300205024;;Musikensemble;musical ensemble;0;1
142;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-142;Band;;band;;Q215380;;;4170827-1;300205065;141;Musikensemble > Band;musical ensemble > band;0;1
143;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-143;Chor;;choir;;Q131186;;;4010045-5;300389787;141;Musikensemble > Chor;musical ensemble > choir;0;1
144;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-144;Choralschola;;scholae;;Q1076344;;;;;143;Musikensemble > Chor > Choralschola;musical ensemble > choir > scholae;0;1
145;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-145;Frauenchor;;women's choir;;Q1451652;;;4310304-2;;143;Musikensemble > Chor > Frauenchor;musical ensemble > choir > women's choir;0;1
146;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-146;Kinderchor;;children's choir;;Q1753063;;;4163811-6;;143;Musikensemble > Chor > Kinderchor;musical ensemble > choir > children's choir;0;1
147;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-147;Knabenchor;;boys' choir;;Q1776834;;;4289869-9;;143;Musikensemble > Chor > Knabenchor;musical ensemble > choir > boys' choir;0;1
148;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-148;Männerchor;;male choir;;Q1684352;;;4168467-9;;143;Musikensemble > Chor > Männerchor;musical ensemble > choir > male choir;0;1
149;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-149;Combo;;combo;;Q2985084;;;1203323581;;141;Musikensemble > Combo;musical ensemble > combo;0;1
150;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-150;Elektronik-Ensemble;Elektronik-Band;electronic band;;Q115471588;;;;;141;Musikensemble > Elektronik-Ensemble;musical ensemble > electronic band;0;1
151;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-151;Instrumentalgruppe;;instrumental group;;Q64596595;;;;;141;Musikensemble > Instrumentalgruppe;musical ensemble > instrumental group;0;1
152;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-152;Kammermusikensemble;;chamber music ensemble;;Q19191604;;;;;141;Musikensemble > Kammermusikensemble;musical ensemble > chamber music ensemble;0;1
153;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-153;Streichquartett;;string quartet;;Q207338;;;;;152;Musikensemble > Kammermusikensemble > Streichquartett;musical ensemble > chamber music ensemble > string quartet;0;1
154;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-154;Orchester;;orchestra;;Q42998;;;4172708-3;300205073;141;Musikensemble > Orchester;musical ensemble > orchestra;0;1
155;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-155;Blasorchester;;wind orchestra;band,wind band;Q881942;;;4112784-5;;154;Musikensemble > Orchester > Blasorchester;musical ensemble > orchestra > wind orchestra;0;1
156;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-156;Militärorchester;;military band;;Q1078286;;;;;154;Musikensemble > Orchester > Militärorchester;musical ensemble > orchestra > military band;0;1
157;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-157;Streichorchester;;string orchestra;;Q1090674;;;4183630-3;;154;Musikensemble > Orchester > Streichorchester;musical ensemble > orchestra > string orchestra;0;1
158;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-158;Vokalensemble;;vocal group;vocal ensemble;Q120544;;;4710896-4;;141;Musikensemble > Vokalensemble;musical ensemble > vocal group;0;1
159;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-159;Volksmusikgruppe;;folk music group;;Q113292621;;;4387977-9;;141;Musikensemble > Volksmusikgruppe;musical ensemble > folk music group;0;1
160;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-160;Musiker:in;Musikerin,Musiker;musician;;Q639669;4040841-3;4170818-0;;300025666;;Musiker:in;musician;0;1
161;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-161;Musikinstrumentenbauer:in;Instrumentenbauerin,Instrumentenbauer,Musikinstrumentenbauerin,Musikinstrumentenbauer;instrument maker;;Q2341443;4170830-1;4652280-3;;300386303;;Musikinstrumentenbauer:in;instrument maker;0;0
162;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-162;Geigenbauer:in;Geigenbauerin,Geigenbauer;luthier;;Q762707;4156341-4;4647874-7;;300025412;161;Musikinstrumentenbauer:in > Geigenbauer:in;instrument maker > luthier;0;0
163;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-163;Klavierbauer:in;Klavierbauerin,Klavierbauer;piano maker;;Q885122;;;;;161;Musikinstrumentenbauer:in > Klavierbauer:in;instrument maker > piano maker;0;0
164;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-164;Orgelbauer:in;Orgelbauerin,Orgelbauer;organ builder;;Q1937431;;;;300237243;161;Musikinstrumentenbauer:in > Orgelbauer:in;instrument maker > organ builder;0;0
165;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-165;Musiklehrer:in;Musikpädagogin,Musikpädagoge,Musiklehrerin,Musiklehrer;music teacher;music educator,music pedagogue,music instructor;Q2675537;4140880-9;4395042-5;;;;Musiklehrer:in;music teacher;0;0
166;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-166;Musikproduzent:in;Produzentin,Produzent,Musikproduzentin,Musikproduzent;music producer;producer,record producer;Q183945;4572889-6;7540311-0;;;;Musikproduzent:in;music producer;0;1
167;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-167;Musikalische:r Leiter:in;Musikalische Leiterin,Musikalischer Leiter;musical supervisor;;Q123107245;;;;;166;Musikproduzent:in > Musikalische:r Leiter:in;music producer > musical supervisor;0;0
168;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-168;Sessionleiter:in;Sessionleiterin,Sessionleiter;session supervisor;;Q123110484;;;;;166;Musikproduzent:in > Sessionleiter:in;music producer > session supervisor;0;0
169;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-169;Musikwissenschaftler:in;Musikologin,Musikologe,Musikforscherin,Musikforscher,Musikwissenschaftlerin,Musikwissenschaftler;musicologist;;Q14915627;4170836-2;4648709-8;;300025563;;Musikwissenschaftler:in;musicologist;0;0
170;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-170;Obstbautechniker:in;Obstbautechnikerin,Obstbautechniker;orchard technician;;Q123097521;;;;;;Obstbautechniker:in;orchard technician;0;0
171;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-171;Offizier:in;Offizierin,Offizier;officer;;Q61022630;4043375-4;1064772102;;300236210;;Offizier:in;officer;0;0
172;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-172;Marineoffizier:in;Marineoffizierin,Marineoffizier;navy officer;;Q10669499;4168900-8;1064772218;;;;Marineoffizier:in;navy officer;0;0
173;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-173;Orientalist:in;Orientalistin,Orientalist;orientalist;;Q1731155;4415844-0;7533633-9;;;;Orientalist:in;orientalist;0;0
174;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-174;Ornitholog:in;Vogelkundlerin,Vogelkundler,Ornithologin,Ornithologe;ornithologist;;Q1225716;4172846-4;4564683-1;;300237244;;Ornitholog:in;ornithologist;0;0
175;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-175;Pantomim:in;Pantomimin,Pantomime;mime;pantomime;Q674067;4044493-4;4044493-4;;300343595;;Pantomim:in;mime;0;1
176;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-176;Performer:in;Performance-Künstlerin,Performance-Künstler,Performerin,Performer;performer;performance artist;Q10774753;7545699-0;7545707-6;;300025678;;Performer:in;performer;0;1
177;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-177;Perkussionist:in;Perkussionistin,Perkussionist;percussionist;;Q4351403;7553353-4;7553352-2;;300235068;;Perkussionist:in;percussionist;0;1
178;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-178;Marimbafonist:in;Marimbafonistin,Marimbafonist;marimba player;;Q12795793;;;;;177;Perkussionist:in > Marimbafonist:in;percussionist > marimba player;0;1
179;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-179;Paukist:in;Paukistin,Paukist;timpanist;;Q3528729;4554341-0;;;300235071;177;Perkussionist:in > Paukist:in;percussionist > timpanist;0;1
180;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-180;Schlagzeuger:in;Schlagzeugerin,Schlagzeuger;drummer;;Q386854;4338337-3;7553273-6;;300235069;177;Perkussionist:in > Schlagzeuger:in;percussionist > drummer;0;1
181;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-181;Vibrafonist:in;Vibrafonistin,Vibrafonist;vibraphone player;;Q21855974;7553295-5;7553294-3;;;177;Perkussionist:in > Vibrafonist:in;percussionist > vibraphone player;0;1
182;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-182;Xylofonist:in;Xylofonistin,Xylofonist;xylophonist;;Q66370835;7553298-0;7553297-9;;;177;Perkussionist:in > Xylofonist:in;percussionist > xylophonist;0;1
183;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-183;Philolog:in;Sprachwissenschaftlerin,Sprachwissenschaftler,Philologin,Philologe;philologist;;Q13418253;4199236-2;4362366-9;;300025568;;Philolog:in;philologist;0;0
184;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-184;Philosoph:in;Philosophin,Philosoph;philosopher;;Q4964182;4045790-4;4174285-0;;300025569;;Philosoph:in;philosopher;0;0
185;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-185;Physiker:in;Physikerin,Physiker;physicist;;Q169470;4045968-8;4337175-9;;300025816;;Physiker:in;physicist;0;0
186;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-186;Politiker:in;Politikerin,Politiker;politician;;Q82955;4046517-2;4175019-6;;300025474;;Politiker:in;politician;0;0
187;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-187;Priester:in;Geistliche,Geistlicher,Priesterin,Priester;priest;;Q42603;4047233-4;4303385-4;;300025774;;Priester:in;priest;0;0
188;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-188;Pfarrer:in;Pastorin,Parson,Pastor,Pfarrerin,Pfarrer;minister;;Q955464;4132592-8;4174000-2;;300025771;187;Priester:in > Pfarrer:in;priest > minister;0;0
189;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-189;Prediger:in;Predigerin,Prediger;preacher;homilist;Q432386;4130322-2;4473145-0;;300237357;187;Priester:in > Prediger:in;priest > preacher;0;0
190;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-190;Produktionsleiter:in;Produktionsleiterin,Produktionsleiter;supervising producer ;;Q64492955;4323666-2;7540489-8;;;;Produktionsleiter:in;supervising producer;0;0
191;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-191;Produktionsfirma;;production company;;Q11396960;;;;300419391;;Produktionsfirma;production company;0;1
192;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-192;Produzent:in;Produzentin,Produzent;producer;;Q47541952;4175820-1;4465426-1;;300197742;;Produzent:in;producer;0;1
193;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-193;Rechtsanwalt/Rechtsanwältin;Rechtsanwält:in,Anwalt,Anwältin,Advokat;lawyer;attorney,solicitor,barrister;Q40348;4048755-6;4177191-6;;300025627;;Rechtsanwalt/Rechtsanwältin;lawyer;0;0
194;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-194;Notar:in;Notarin,Notar;notary;;Q189010;4042660-9;7634430-7;;300025454;193;Rechtsanwalt/Rechtsanwältin > Notar:in;lawyer > notary;0;0
195;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-195;Redakteur:in;Editorin,Editor,redaktionell Verantwortliche,redaktionell Verantwortlicher,Redakteurin,Redakteur;editor;;Q876864;4177294-5;4352068-6;;;;Redakteur:in;editor;0;0
196;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-196;Regieassistent:in;Regieassistentin,Regieassistent;assistant director;;Q1757008;4428190-0;4428192-4;;;;Regieassistent:in;assistant director;0;0
197;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-197;Regisseur:in;Regisseurin,Regisseur;director;;Q3455803;4049050-6;4281949-0;;300025654;;Regisseur:in;director;1;0
198;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-198;Requisiteur:in;Requisiteurin,Requisiteur;property master;;Q1430377;4491208-0;103180286X;;;;Requisiteur:in;property master;0;0
199;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-199;Sänger:in;Vokalistin,Vokalist,Sängerin,Sänger;singer;vocalist;Q177220;4124099-6;4051246-0;;300025684;;Sänger:in;singer;0;1
200;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-200;Altist:in;Contralto,Altistin,Altist;alto;;Q6983813;;4367366-1;;;199;Sänger:in > Altist:in;singer > alto;0;1
201;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-201;Bariton;;baritone;;Q31687;7553360-1;;;;199;Sänger:in > Bariton;singer > baritone;0;1
202;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-202;Bassbariton;;bass-baritone;;Q810480;7628958-8;;;;199;Sänger:in > Bassbariton;singer > bass-baritone;0;1
203;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-203;Bassist (Gesang);;bassist (singer);bass singer;Q98834013;4362006-1;;;;199;Sänger:in > Bassist (Gesang);singer > bassist (singer);0;1
204;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-204;Chorsänger:in;Chorsängerin,Chorsänger;chorister;;Q84206977;4265388-5;4701423-4;;;199;Sänger:in > Chorsänger:in;singer > chorister;0;1
205;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-205;Countertenor;;countertenor;;Q223166;4710155-6;;;;199;Sänger:in > Countertenor;singer > countertenor;0;1
206;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-206;Kastrat;;castrato;;Q210970;4163406-8;;;;199;Sänger:in > Kastrat;singer > castrato;0;1
207;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-207;Kantor:in (jüdisch);Chasan,Vorbeter,Kantorin (jüdisch),Kantor (jüdisch);hazzan;;Q1067977;4323418-5;;;300136390;199;Sänger:in > Kantor:in (jüdisch);singer > hazzan;0;1
208;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-208;Knabenalt;;boy alto;;Q53395277;;;;;199;Sänger:in > Knabenalt;singer > boy alto;0;1
209;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-209;Knabensopran;;boy soprano;;Q1376492;;;;;199;Sänger:in > Knabensopran;singer > boy soprano;0;1
210;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-210;Mezzosopranist:in;Mezzosopranistin,Mezzosopranist;mezzo-soprano;;Q108404711;;4874092-5;;;199;Sänger:in > Mezzosopranist:in;singer > mezzo-soprano;0;1
211;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-211;Sopranist:in;Sopranistin,Sopranist;soprano;;Q98834068;7553309-1;4367362-4;;;199;Sänger:in > Sopranist:in;singer > soprano;0;1
212;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-212;Tenorist:in;Tenoristin,Tenorist;tenor;;Q98834046;4605819-9;;;;199;Sänger:in > Tenorist:in;singer > tenor;0;1
213;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-213;Schauspieler:in;Schauspielerin,Schauspieler;actor/actress;;Q33999;4052154-0;4153179-6;;300025658;;Schauspieler:in;actor/actress;0;1
214;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-214;Schlosser:in;Schlosserin,Schlosser;locksmith;;Q3479990;4128287-5;7539121-1;;300025336;;Schlosser:in;locksmith;0;0
215;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-215;Schnitt;;film editor;bugle;Q7042855;4274581-0;4287610-2;;300386237;;Schnitt;film editor;0;0
216;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-216;Script Continuity;;script supervisor;;Q1263187;;;;;;Script Continuity;script supervisor;0;0
217;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-217;Sekretär:in;Sekretärin,Sekretär;secretary;personal assistant;Q80687;4116469-6;4054353-5;;300250373;;Sekretär:in;secretary;0;0
218;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-218;Set Designer:in;Bühnenbild,Set Designerin,Set Designer;set designer;scenic design;Q987061;;;;300435128;;Set Designer:in;set designer;0;0
219;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-219;Soldat:in;Soldatin,Soldat;soldier;;Q4991371;4055409-0;4181751-5;;300185678;;Soldat:in;soldier;0;0
220;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-220;Sounddesigner:in;Sounddesignerin,Sounddesigner;sound designer;;Q1937950;7693207-2;7693207-2;7693207-2;;;Sounddesigner:in;sound designer;0;0
221;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-221;Special Effects;;special effects;;Q381243;;;;;;Special Effects;special effects;0;0
222;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-222;Sponsor:in;Sponsorin,Sponsor;sponsor;;Q152478;;;;300188572;;Sponsor:in;sponsor;0;0
223;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-223;Sprecher:in;Sprecherin,Sprecher;speaker;;Q106875005;4182545-7;7519889-7;;;;Sprecher:in;speaker;0;0
224;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-224;Ansager:in;Ansagerin,Ansager;announcer;;Q1371925;;;;300025503;223;Sprecher:in > Ansager:in;speaker > announcer;0;0
225;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-225;Rezitator:in;Rezitatorin,Rezitator;reciter;;Q23037330;;;;;223;Sprecher:in > Rezitator:in;speaker > reciter;0;0
226;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-226;Streicher:in;Streicherin,Streicher;string player;;Q13138067;;;;300234983;;Streicher:in;string player;0;1
227;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-227;Bratschist:in;Bratschistin,Bratschist;violist;viola player;Q899758;4398810-6;7553282-7;;300235045;226;Streicher:in > Bratschist:in;string player > violist;0;1
228;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-228;Cellist:in;Violoncellistin,Cellistin,Cellist;cellist;;Q13219637;4188376-7;4592714-5;;300235047;226;Streicher:in > Cellist:in;string player > cellist;0;1
229;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-229;Gambist:in;Gambistin,Gambist;viol player;gamba player;Q19760296;7577206-1;7577207-3;;;226;Streicher:in > Gambist:in;string player > viol player;0;1
230;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-230;Kontrabassist:in;Kontrabassistin,Kontrabassist;double bassist;;Q1214796;7553337-6;7553336-4;;300235037;226;Streicher:in > Kontrabassist:in;string player > double bassist;0;1
231;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-231;Violinist:in;Geigerin,Geiger,Violinistin,Violinist;violinist;;Q1259917;4156342-6;4334809-9;;300235044;226;Streicher:in > Violinist:in;string player > violinist;0;1
232;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-232;Student:in;Studentin,Student;student;college students,university students;Q48282;4058167-6;4138764-8;;300419414;;Student:in;student;0;0
233;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-233;Synchronsprecher:in;Synchronsprecherin,Synchronsprecher;dub actor;dub actress,voice dubber;Q11481802;7627204-7;7627205-9;;;;Synchronsprecher:in;dub actor;0;1
234;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-234;Synchronregie;Dialogregisseurin,Dialogregisseur;dialog director;dialogue director;Q1208493;104278826X;1042788391;;;;Synchronregie;dialog director;0;1
235;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-235;Szenenbildner:in;Szenenbildnerin,Szenenbildner;set designer/production designer;;Q2962070;;;;300435127;;Szenenbildner:in;set designer/production designer;0;0
236;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-236;Tänzer:in;Tänzerin,Tänzer;dancer;;Q5716684;4136608-6;4207110-0;;300025653;;Tänzer:in;dancer;0;1
237;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-237;Klavierist:in;Tasteninstrumentenspielerin,Tasteninstrumentenspieler,Klavieristin,Klavierist;clavierist;keyboardist;Q123110557;;;;300234981;;Klavierist:in;clavierist;0;1
238;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-238;Cembalist:in;Cembalistin,Cembalist;harpsichordist;;Q5371902;4776368-1;7553293-1;;300235014;237;Klavierist:in > Cembalist:in;clavierist > harpsichordist;0;1
239;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-239;Harmoniumspieler:in;Harmoniumspielerin,Harmoniumspieler;harmonium player;;Q54844699;7553330-3;7553329-7;;;237;Klavierist:in > Harmoniumspieler:in;clavierist > harmonium player;0;1
240;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-240;Keyboarder:in;Keyboarderin,Keyboarder;keyboarder;;Q1075651;;;;;237;Klavierist:in > Keyboarder:in;clavierist > keyboarder;0;1
241;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-241;Organist:in;Organistin,Organist;organist;;Q765778;4172793-9;7553351-0;;300235015;237;Klavierist:in > Organist:in;clavierist > organist;0;1
242;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-242;Pianist:in;Pianistin,Pianist;pianist;;Q486748;4131406-2;4426550-5;;300235018;237;Klavierist:in > Pianist:in;clavierist > pianist;0;1
243;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-243;Pianolist:in;Pianolistin,Pianolist;pianolist;;Q1733058;;;;;237;Klavierist:in > Pianolist:in;clavierist > pianolist;0;1
244;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-244;Techniker:in;Technikerin,Techniker;technician;;Q5352191;4138289-4;4278765-8;;300025823;;Techniker:in;technician;0;0
245;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/roles#role-245;Elektroniker:in;Elektronikerin,Elektroniker;electronic technician;electronic engineer;Q1327130;4132436-5;7626343-5;;300253983;244;Techniker:in > Elektroniker:in;technician > electronic technician;0;0
