ID;URI;English Name;English Synonyms;German Name;German Synonyms;Parent Project Category;German Breadcrumb;English Breadcrumb;Wikidata ID;GND ID;AAT ID;filmportal.de Category ID 
150;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-150;Literature;;Literatur;;;Literatur;Literature;Q8242;4035964-5;300417585;
151;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-151;Drama;;Drama;;150;Literatur > Drama;Literature > Drama;Q25372;4012899-4;300417554;
152;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-152;One-act Play;;Einakter;Kurzdrama;151;Literatur > Drama > Einakter;Literature > Drama > One-act Play;Q1194583;4132520-5;;
153;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-153;Historical Play;;Historiendrama;;151;Literatur > Drama > Historiendrama;Literature > Drama > Historical Play;Q5774663;4025133-0;;
154;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-154;Comedy;;Komödie;;151;Literatur > Drama > Komödie;Literature > Drama > Comedy;Q40831;4031952-0;300055911;
155;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-155;Libretto;;Libretto;;151;Literatur > Drama > Libretto;Literature > Drama > Libretto;Q131084;4035588-3;300026424;
156;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-156;Monodrama;;Monodrama;Einpersonenstück,Monodram;151;Literatur > Drama > Monodrama;Literature > Drama > Monodrama;Q221290;4170462-9;;
157;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-157;Morality Play;;Moralität;;151;Literatur > Drama > Moralität;Literature > Drama > Morality Play;Q929047;4170539-7;300202564;
158;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-158;Comedy of Manors;;Sittenstück;Konversationsstück;151;Literatur > Drama > Sittenstück;Literature > Drama > Comedy of Manors;Q222926;4268889-9;;
159;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-159;Comedy Drama;Dramedy;Tragikomödie;;151;Literatur > Drama > Tragikomödie;Literature > Drama > Comedy Drama;Q859369;4185839-6;;
160;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-160;Tragedy;;Tragödie;;151;Literatur > Drama > Tragödie;Literature > Drama > Tragedy;Q80930;4060591-7;300055916;
161;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-161;Verse Drama;;Versdrama;;151;Literatur > Drama > Versdrama;Literature > Drama > Verse Drama;Q1370860;4187986-7;300417798;
162;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-162;Screenplay;Film Script;Drehbuch;;150;Literatur > Drehbuch;Literature > Screenplay;Q103076;4127976-1;300026491;
163;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-163;Epic Literature;;Epik;Epische Literatur;150;Literatur > Epik;Literature > Epic Literature;Q1097273;4015025-2;300404209;
164;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-164;Narrative Story;;Erzählung;;163;Literatur > Epik > Erzählung;Literature > Epic Literature > Narrative Story;Q27036528;4015464-6;300185346;
165;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-165;Short Story;;Kurzgeschichte;;163;Literatur > Epik > Kurzgeschichte;Literature > Epic Literature > Short Story;Q49084;4033842-3;300202607;
166;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-166;Fairy Tale;;Märchen;;163;Literatur > Epik > Märchen;Literature > Epic Literature > Fairy Tale;Q699;4036910-9;300185684;
167;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-167;Novella;;Novelle;;163;Literatur > Epik > Novelle;Literature > Epic Literature > Novella;Q149537;4042706-7;300202569;
168;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-168;Parable;;Parabel;;163;Literatur > Epik > Parabel;Literature > Epic Literature > Parable;Q208555;4075855-2;300185342;
169;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-169;Reportage;;Reportage;;163;Literatur > Epik > Reportage;Literature > Epic Literature > Reportage;Q124922;4049528-0;;
170;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-170;Novel;;Roman;;163;Literatur > Epik > Roman;Literature > Epic Literature > Novel;Q8261;4050479-7;300202580;
171;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-171;Satire;;Satire;;163;Literatur > Epik > Satire;Literature > Epic Literature > Satire;Q128758;4051752-4;300251297;
172;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-172;Literary Reading;;Literaturlesung;Autorenlesung;150;Literatur > Literaturlesung;Literature > Literary Reading;Q106499608;;;
173;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-173;Poetry;;Lyrik;Poesie;150;Literatur > Lyrik;Literature > Poetry;Q482;4036774-5;300055931;
174;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-174;Acrostic;;Akrostichon;;173;Literatur > Lyrik > Akrostichon;Literature > Poetry > Acrostic;Q173287;4195703-9;300256198;
175;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-175;Ballad;;Ballade;;173;Literatur > Lyrik > Ballade;Literature > Poetry > Ballad;Q182659;4004343-5;300451697;
176;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-176;Elegy;;Elegie;;173;Literatur > Lyrik > Elegie;Literature > Poetry > Elegy;Q174864;4151713-1;300026285;
177;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-177;Epigram;;Epigramm;;173;Literatur > Lyrik > Epigramm;Literature > Poetry > Epigram;Q193121;4152507-3;300202533;
178;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-178;Poem;;Gedicht;;173;Literatur > Lyrik > Gedicht;Literature > Poetry > Poem;Q5185279;;300026451;
179;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-179;Poetry Collection;;Gedichtsammlung;;173;Literatur > Lyrik > Gedichtsammlung;Literature > Poetry > Poetry Collection;Q12106333;;;
180;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-180;Haiku;;Haiku;;173;Literatur > Lyrik > Haiku;Literature > Poetry > Haiku;Q37707;4022963-4;;
181;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-181;Hymn;;Hymne;;173;Literatur > Lyrik > Hymne;Literature > Poetry > Hymn;Q484692;4125676-1;300167054;
182;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-182;Concrete Poetry;;Konkrete Poesie;;173;Literatur > Lyrik > Konkrete Poesie;Literature > Poetry > Concrete Poetry;Q596594;4073689-1;300055932;
183;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-183;Sound Poetry;;Lautgedicht;;173;Literatur > Lyrik > Lautgedicht;Literature > Poetry > Sound Poetry;Q1808721;4166943-5;300262601;
184;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-184;Limerick;;Limerick;;173;Literatur > Lyrik > Limerick;Literature > Poetry > Limerick;Q204698;4167675-0;300417752;
185;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-185;Song Lyrics;;Songtext;;173;Literatur > Lyrik > Songtext;Literature > Poetry > Song Lyrics;Q602446;1190608006;;
186;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-186;Reference Work;Reference Book;Nachschlagewerk;;150;Literatur > Nachschlagewerk;Literature > Reference Work;Q13136;4041070-5;300198412;
187;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-187;Non-fictional Literature;;Nichtfiktionale Literatur;;150;Literatur > Nichtfiktionale Literatur;Literature > Non-fictional Literature;Q213051;;300163411;
188;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-188;Autobiography;;Autobiografie;;187;Literatur > Nichtfiktionale Literatur > Autobiografie;Literature > Non-fictional Literature > Autobiography;Q4184;4003939-0;300080104;
189;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-189;Biography;;Biografie;;187;Literatur > Nichtfiktionale Literatur > Biografie;Literature > Non-fictional Literature > Biography;Q36279;4006804-3;300080102;
190;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-190;Blog;;Blog;;187;Literatur > Nichtfiktionale Literatur > Blog;Literature > Non-fictional Literature > Blog;Q30849;4678688-0;300265722;
191;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-191;Essay;;Essay;;187;Literatur > Nichtfiktionale Literatur > Essay;Literature > Non-fictional Literature > Essay;Q35760;4015553-5;300026291;
192;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-192;Manifesto;;Manifest;;187;Literatur > Nichtfiktionale Literatur > Manifest;Literature > Non-fictional Literature > Manifesto;Q46337;4205648-2;300026393;
193;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-193;Memoir;;Memoir;;187;Literatur > Nichtfiktionale Literatur > Memoir;Literature > Non-fictional Literature > Memoir;Q112983;;300202559;
194;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-194;Self-help Book;;Ratgeber;Selbsthilfeliteratur;187;Literatur > Nichtfiktionale Literatur > Ratgeber;Literature > Non-fictional Literature > Self-help Book;Q3739522;4048476-2;;
195;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-195;Non-fiction Book;;Sachbuch;;187;Literatur > Nichtfiktionale Literatur > Sachbuch;Literature > Non-fictional Literature > Non-fiction Book;Q20540385;4129720-9;300163411;
196;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-196;Non-fiction Novel;;Tatsachenroman;;187;Literatur > Nichtfiktionale Literatur > Tatsachenroman;Literature > Non-fictional Literature > Non-fiction Novel;Q1325447;;;
197;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-197;Music;;Musik;;;Musik;Music;Q638;4040802-4;300417584;
198;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-198;Non-european Art Music;;Außereuropäische Kunstmusik;;197;Musik > Außereuropäische Kunstmusik;Music > Non-european Art Music;Q123561622;;;
199;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-199;Stage Music;;Bühnenmusik;;197;Musik > Bühnenmusik;Music > Stage Music;Q1020611;4146861-2;;
200;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-200;Electroacoustic Music;;Elektroakustische Musik;;197;Musik > Elektroakustische Musik;Music > Electroacoustic Music;Q1326777;4014355-7;300266573;
201;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-201;Electronic Music;;Elektronische Musik;;197;Musik > Elektronische Musik;Music > Electronic Music;Q9778;4014355-7;300266573;
202;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-202;Ensemble Music;;Ensemblemusik;;197;Musik > Ensemblemusik;Music > Ensemble Music;Q123561525;4398225-6;;
203;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-203;Folklore;;Folklore;Volksmusik;197;Musik > Folklore;Music > Folklore;Q235858;4063854-6;300417626;
204;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-204;Sacred Music;;Geistliche Musik;Kirchenmusik,sakrale Musik,Sakralmusik,religiöse Musik,Religious Music;197;Musik > Geistliche Musik;Music > Sacred Music;Q1065742;4126228-1;;
205;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-205;Instrumental Music;;Instrumentalmusik;;197;Musik > Instrumentalmusik;Music > Instrumental Music;Q639197;4129951-6;;
206;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-206;Jazz;;Jazz;Jazzmusik;197;Musik > Jazz;Music > Jazz;Q8341;4028532-7;300266367;
207;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-207;Acid Jazz;Dancefloor Jazz,Club Jazz;Acid Jazz;;206;Musik > Jazz > Acid Jazz;Music > Jazz > Acid Jazz;Q221772;4363822-3;;
208;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-208;Afro-Cuban Jazz;;Afro-Cuban Jazz;;206;Musik > Jazz > Afro-Cuban Jazz;Music > Jazz > Afro-Cuban Jazz;Q3163340;4363925-2;;
209;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-209;Avantgarde Jazz;;Avantgarde-Jazz;;206;Musik > Jazz > Avantgarde-Jazz;Music > Jazz > Avantgarde Jazz;Q790188;;;
210;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-210;Bebop;;Bebop;;206;Musik > Jazz > Bebop;Music > Jazz > Bebop;Q105513;4144242-8;;
211;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-211;Big Band Music;;Big Band;;206;Musik > Jazz > Big Band;Music > Jazz > Big Band Music;Q105756581;;;
212;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-212;Boogie-Woogie;;Boogie-Woogie;;206;Musik > Jazz > Boogie-Woogie;Music > Jazz > Boogie-Woogie;Q212952;4241046-0;;
213;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-213;Chicago Style;;Chicago Style;;206;Musik > Jazz > Chicago Style;Music > Jazz > Chicago Style;Q352235;;;
214;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-214;Contemporary Jazz;;Contemporary Jazz;;206;Musik > Jazz > Contemporary Jazz;Music > Jazz > Contemporary Jazz;Q5928480;;;
215;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-215;Cool Jazz;;Cool Jazz;;206;Musik > Jazz > Cool Jazz;Music > Jazz > Cool Jazz;Q327547;4148303-0;;
216;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-216;Crossover Jazz;;Crossover Jazz;;206;Musik > Jazz > Crossover Jazz;Music > Jazz > Crossover Jazz;Q846833;;;
217;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-217;Dixieland;;Dixieland;;206;Musik > Jazz > Dixieland;Music > Jazz > Dixieland;Q906647;4150329-6;;
218;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-218;East Coast Jazz;;East Coast Jazz;East-Coast-Jazz;206;Musik > Jazz > East Coast Jazz;Music > Jazz > East Coast Jazz;Q11696000;;;
219;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-219;Ethno Jazz;;Ethnojazz;;206;Musik > Jazz > Ethnojazz;Music > Jazz > Ethno Jazz;Q1371364;;;
220;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-220;Free Jazz;;Free Jazz;;206;Musik > Jazz > Free Jazz;Music > Jazz > Free Jazz;Q211781;4155265-9;;
221;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-221;Hard Bop;;Hard Bop;Hardbop;206;Musik > Jazz > Hard Bop;Music > Jazz > Hard Bop;Q181010;4299339-8;;
222;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-222;Jazz Fusion;;Jazz Fusion;;206;Musik > Jazz > Jazz Fusion;Music > Jazz > Jazz Fusion;Q105527;;;
223;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-223;New Orleans Jazz;;New Orleans Jazz;New-Orleans-Jazz;206;Musik > Jazz > New Orleans Jazz;Music > Jazz > New Orleans Jazz;Q1982426;4171691-7;;
224;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-224;Progressive Jazz;;Progressive Jazz;;206;Musik > Jazz > Progressive Jazz;Music > Jazz > Progressive Jazz;Q105627377;;;
225;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-225;Ragtime;;Ragtime;;206;Musik > Jazz > Ragtime;Music > Jazz > Ragtime;Q185652;4176879-6;;
226;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-226;Smooth Jazz;;Smooth Jazz;;206;Musik > Jazz > Smooth Jazz;Music > Jazz > Smooth Jazz;Q831354;;;
227;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-227;Swing;;Swing;;206;Musik > Jazz > Swing;Music > Jazz > Swing;Q203775;4153450-5;;
228;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-228;West Coast Jazz;;West Coast Jazz;West-Coast-Jazz;206;Musik > Jazz > West Coast Jazz;Music > Jazz > West Coast Jazz;Q1548603;4304602-2;;
229;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-229;Classical Music;;Klassische Musik;;197;Musik > Klassische Musik;Music > Classical Music;Q9730;4164043-3;;
230;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-230;Military Music;;Militärmusik;;197;Musik > Militärmusik;Music > Military Music;Q6774721;4039344-6;;
231;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-231;Neue Musik;;Neue Musik;;197;Musik > Neue Musik;Music > Neue Musik;Q21662779;4428235-7;;
232;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-232;Orchestral Music;;Orchestermusik;;197;Musik > Orchestermusik;Music > Orchestral Music;Q3328774;4131523-6;;
233;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-233;Popular Music;;Popularmusik;;197;Musik > Popularmusik;Music > Popular Music;Q373342;;;
234;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-234;American Folk;;American Folk;;233;Musik > Popularmusik > American Folk;Music > Popular Music > American Folk;Q1541229;4137558-0;;
235;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-235;Beat;;Beat;Beatmusik;233;Musik > Popularmusik > Beat;Music > Popular Music > Beat;Q546264;4144239-8;;
236;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-236;Blues;;Blues;;233;Musik > Popularmusik > Blues;Music > Popular Music > Blues;Q9759;4132568-0;;
237;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-237;Chanson;;Chanson;;233;Musik > Popularmusik > Chanson;Music > Popular Music > Chanson;Q1062400;4009744-4;;
238;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-238;Country;Countrymusic;Country;;233;Musik > Popularmusik > Country;Music > Popular Music > Country;Q83440;4138030-7;;
239;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-239;Electronic Dance Music;EDM;Electronic Dance Music;;233;Musik > Popularmusik > Electronic Dance Music;Music > Popular Music > Electronic Dance Music;Q851213;;;
240;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-240;Hip-Hop;;Hip-Hop;;233;Musik > Popularmusik > Hip-Hop;Music > Popular Music > Hip-Hop;Q11401;4303517-6;;
241;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-241;Metal;Heavy Metal;Metal;;233;Musik > Popularmusik > Metal;Music > Popular Music > Metal;Q12326776;4284512-9;;
242;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-242;New Wave;;New Wave;;233;Musik > Popularmusik > New Wave;Music > Popular Music > New Wave;Q187760;4201741-5;;
243;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-243;Pop;;Pop;Popmusik;233;Musik > Popularmusik > Pop;Music > Popular Music > Pop;Q37073;4046781-8;;
244;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-244;Punk;;Punk;;233;Musik > Popularmusik > Punk;Music > Popular Music > Punk;Q3071;4047851-8;;
245;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-245;Rythm and Blues;Rhythm & Blues,R&B,R ’n’ B,RnB,R'n'B;Rythm and Blues;;233;Musik > Popularmusik > Rythm and Blues;Music > Popular Music > Rythm and Blues;Q45981;4178058-9;300417961;
246;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-246;Reggae;;Reggae;;233;Musik > Popularmusik > Reggae;Music > Popular Music > Reggae;Q9794;4131018-4;;
247;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-247;Rock;;Rock;Rockmusik;233;Musik > Popularmusik > Rock;Music > Popular Music > Rock;Q11399;4115774-6;;
248;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-248;Rock and Roll;;Rock and Roll;;233;Musik > Popularmusik > Rock and Roll;Music > Popular Music > Rock and Roll;Q7749;4076762-0;;
249;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-249;Schlager;;Schlager;;233;Musik > Popularmusik > Schlager;Music > Popular Music > Schlager;Q959583;4179673-1;;
250;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-250;Singer-Songwriter;;Singer/Songwriter/Liedermacher;;233;Musik > Popularmusik > Singer/Songwriter/Liedermacher;Music > Popular Music > Singer-Songwriter;Q89363113;;;
251;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-251;Ska;;Ska;;233;Musik > Popularmusik > Ska;Music > Popular Music > Ska;Q54365;4417986-8;;
252;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-252;Solo Music;;Solomusik;;197;Musik > Solomusik;Music > Solo Music;Q11787388;;;
253;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-253;Soundtrack;;Soundtrack;;197;Musik > Soundtrack;Music > Soundtrack;Q217199;4017129-2;300263865;
254;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-254;Film Music;;Filmmusik;;253;Musik > Soundtrack > Filmmusik;Music > Soundtrack > Film Music;Q492264;4017129-2;;
255;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-255;Game Soundtrack;;Videospielmusik;Game-Soundtrack,Computerspielmusik;253;Musik > Soundtrack > Videospielmusik;Music > Soundtrack > Game Soundtrack;Q1062702;1161203737;;
256;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-256;Dance Music;;Tanzmusik;;197;Musik > Tanzmusik;Music > Dance Music;Q316930;4140677-1;;
257;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-257;Vocal Music;;Vokalmusik;;197;Musik > Vokalmusik;Music > Vocal Music;Q685884;4063783-9;;
258;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-258;Secular Music;;Weltliche Musik;;197;Musik > Weltliche Musik;Music > Secular Music;Q2707298;4233831-1;;
259;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-259;Advertising Music;;Werbemusik;;197;Musik > Werbemusik;Music > Advertising Music;Q461064;;;
260;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-260;Dance;;Tanz;;;Tanz;Dance;Q11639;4059028-8;300054144;
261;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-261;Concert Dance;;Bühnentanz;;260;Tanz > Bühnentanz;Dance > Concert Dance;Q1020618;;;
262;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-262;Group Dance;;Gruppentanz;;260;Tanz > Gruppentanz;Dance > Group Dance;Q1551063;4158473-9;;
263;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/project-categories#project-category-263;Jazz Dance;;Jazztanz;;260;Tanz > Jazztanz;Dance > Jazz Dance;Q936055;4028536-4;;
