ID;URI;English Name;English Synonyms;German Name;German Synonyms;Parent Information Storage Medium Type;German Breadcrumb;English Breadcrumb;Wikidata ID;GND ID;AAT ID;PBCore Link
11;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-11;D6;D6-VTR;D6;;1;Videokassette > D6;Videocasette > D6;Q3700253;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#D6
12;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-12;D9;D-9,Digital S;D9;;1;Videokassette > D9;Videocasette > D9;Q1151555;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#D9
13;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-13;DCT;;DCT;;1;Videokassette > DCT;Videocasette > DCT;Q3700309;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DCT
14;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-14;Digital Betacam;DigiBeta,D-Beta;Digital Betacam;;1;Videokassette > Digital Betacam;Videocasette > Digital Betacam;Q1751553;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DigitalBetacam
15;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-15;Digital8;Digital 8,Di8;Digital8;;1;Videokassette > Digital8;Videocasette > Digital8;Q930337;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#Digital8
16;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-16;DV;;DV;;1;Videokassette > DV;Videocasette > DV;Q3796889;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DV
17;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-17;DVCAM;;DVCAM;;1;Videokassette > DVCAM;Videocasette > DVCAM;Q1361160;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DVCAM
18;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-18;DVCPRO;DVCPro 25,DVCPro 50,DVCPro Progressive,DVCPro HD,P2;DVCPRO;;1;Videokassette > DVCPRO;Videocasette > DVCPRO;Q20183259;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DVCPRO
19;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-19;HDCAM;HDCAM SR;HDCAM;;1;Videokassette > HDCAM;Videocasette > HDCAM;Q1194529;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#HDCAM
20;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-20;HDV;;HDV;;1;Videokassette > HDV;Videocasette > HDV;Q1563058;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#HDV
21;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-21;Hi8;;Hi8;;1;Videokassette > Hi8;Videocasette > Hi8;Q2302273;;300264682;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#Hi8
22;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-22;MII;;MII;;1;Videokassette > MII;Videocasette > MII;Q3841334;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#MII
23;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-23;MiniDV;DVC;MiniDV;;1;Videokassette > MiniDV;Videocasette > MiniDV;Q6957908;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#MiniDV
24;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-24;U-matic;U-matic S,U-matic SP;U-matic;;1;Videokassette > U-matic;Videocasette > U-matic;Q278080;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#Umatic
25;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-25;V-Cord;;V-Cord;;1;Videokassette > V-Cord;Videocasette > V-Cord;Q5929966;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#Vcord
26;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-26;VHS;;VHS;;1;Videokassette > VHS;Videocasette > VHS;Q183976;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#VHS
27;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-27;S-VHS;;S-VHS;;26;Videokassette > VHS > S-VHS;Videocasette > VHS > S-VHS;Q1050875;;;
28;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-28;VHS-C;;VHS-C;;26;Videokassette > VHS > S-VHS;Videocasette > VHS > S-VHS;Q549855;;;
29;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-29;Video8;;Video8;;1;Videokassette > Video8;Videocasette > Video8;Q1155472;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#Video8
30;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-30;VX;;VX;;1;Videokassette > VX;Videocasette > VX;Q7907690;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#VX
31;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-31;Open Reel Videotape;;Videoband;Offenspule Video,Offene Videobandspule;;Videoband;Open Reel Videotape;Q29167500;;300450676;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#OpenReelVideoTape
32;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-32;1 Inch Type A Videotape;SMPTE Type A;1 Zoll A Videoband;;31;Videoband > 1 Zoll A Videoband;Open Reel Videotape > 1 Inch Type A Videotape;Q3597951;;;
33;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-33;1 Inch Type B Videotape;SMPTE Type B;1 Zoll B Videoband;;31;Videoband > 1 Zoll B Videoband;Open Reel Videotape > 1 Inch Type B Videotape;Q3597955;;;
34;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-34;1 Inch Type C Videotape;SMPTE Type C;1 Zoll C Videoband;;31;Videoband > 1 Zoll C Videoband;Open Reel Videotape > 1 Inch Type C Videotape;Q209020;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#1InchVideotape
35;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-35;1/2 Inch Videotape;EIAJ-1;1/2 Zoll Videoband;;31;Videoband > 1/2 Zoll Videoband;Open Reel Videotape > 1/2 Inch Videotape;Q3748136;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#HalfInchVideotape
36;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-36;1/4 Inch Videotape;Akai Video Tape;1/4 Zoll Videoband;;31;Videoband > 1/4 Zoll Videoband;Open Reel Videotape > 1/4 Inch Videotape;Q4700172;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#QuarterInchVideotape
37;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-37;2 Inch Videotape;Quadruplex,Octaplex,VR-1500,VR-1600,IVC-9000,Helical SV-201,ACR 25;2 Zoll Videoband;;31;Videoband > 2 Zoll Videoband;Open Reel Videotape > 2 Inch Videotape;Q122763358;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#2InchVideotape
38;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-38;Optical Video Disc;;Optischer Videodatenträger;;;Optischer Videodatenträger;Optical Video Disc;Q234870;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#OpticalVideoDisc
39;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-39;Blu-ray Video Disc;Video-BD;Blu-ray Video Disc;;38;Optischer Videodatenträger > Blu-ray Video Disc;Optical Video Disc > Blu-ray Video Disc;Q47770;7597887-8;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#BluRayDisc
40;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-40;Video-DVD;Video DVD+R,Video DVD+R DL,Video DVD-R,Video DVD-RW,Video DVD+RW;Video-DVD;;38;Optischer Videodatenträger > Video-DVD;Optical Video Disc > Video-DVD;Q5294;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#DVD
41;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-41;EVD;Enhanced Versatile Disc;EVD;;38;Optischer Videodatenträger > EVD;Optical Video Disc > EVD;Q1152899;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#EVD
42;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-42;LaserDisc;CAV,CLV,CAA;LaserDisc;;38;Optischer Videodatenträger > LaserDisc;Optical Video Disc > LaserDisc;Q273309;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#LaserDisc
43;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-43;Video CD;VCD;Video CD;;38;Optischer Videodatenträger > Video CD;Optical Video Disc > Video CD;Q321259;4654578-5;;
44;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-44;Super Video CD;;Super Video CD;;38;Optischer Videodatenträger > Super Video CD;Optical Video Disc > Super Video CD;Q428159;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#SuperVideoCD
45;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-45;Universal Media Disc;;Universal Media Disc;;38;Optischer Videodatenträger > Universal Media Disc;Optical Video Disc > Universal Media Disc;Q270309;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-video-vocabulary/#UniversalMediaDisc
46;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-46;XDCAM Disc;;XDCAM Disc;;38;Optischer Videodatenträger > XDCAM Disc;Optical Video Disc > XDCAM Disc;Q1153113;;;
47;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-47;Mechanical Audio Storage Medium;;Mechanischer Tonträger;;;Mechanischer Tonträger;Mechanical Audio Storage Medium;Q123117748;;;
48;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-48;Dictabelt;;Dictabelt;;47;Mechanischer Tonträger > Dictabelt;Mechanical Audio Storage Medium > Dictabelt;Q5273930;;300424575;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#GroovedDictabelt
49;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-49;Phonograph Cylinder;Phonograph Roll,Audio Cylinder;Phonographenwalze;Phonographenwalze;47;Mechanischer Tonträger > Phonographenwalze;Mechanical Audio Storage Medium > Phonograph Cylinder;Q691783;4536294-4;300420461;
50;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-50;Normal Groove Cylinder;2 Minute Cylinder,Two Minute Cylinder;Normalspiel-Walze;2-Minuten-Walze,2-Minuten-Zylinder,Zwei-Minuten-Walze,Zwei-Minuten-Zylinder;49;Mechanischer Tonträger > Phonographenwalze > Normalspiel-Walze;Mechanical Audio Storage Medium > Phonograph Cylinder > Normal Groove Cylinder;Q123117896;;;
51;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-51;Narrow Groove Cylinder;4 Minute Cylinder,Four Minute Cylinder;Langspiel-Walze;4-Minuten-Walze,4-Minuten-Zylinder,Vier-Minuten-Walze,Vier-Minuten-Zylinder;49;Mechanischer Tonträger > Phonographenwalze > Langspiel-Walze;Mechanical Audio Storage Medium > Phonograph Cylinder > Narrow Groove Cylinder;Q123117963;;;
52;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-52;Dictation Cylinder;;Diktat-Zylinder;;49;Mechanischer Tonträger > Phonographenwalze > Diktat-Zylinder;Mechanical Audio Storage Medium > Phonograph Cylinder > Dictation Cylinder;Q123118001;;300424576;
53;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-53;Grooved Analog Disc;;Schallplatte;;47;Mechanischer Tonträger > Schallplatte;Mechanical Audio Storage Medium > Grooved Analog Disc;Q16629185;4052032-8;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#GroovedAnalogDisc
54;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-54;Coarse Groove Record;;Normalrillen-Schallplatte;;53;Mechanischer Tonträger > Schallplatte > Normalrillen-Schallplatte;Mechanical Audio Storage Medium > Grooved Analog Disc > Coarse Groove Record;Q123118095;4135113-7;;
55;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-55;Microgroove Record;;Mikrorillen-Schallplatte;;53;Mechanischer Tonträger > Schallplatte > Mikrorillen-Schallplatte;Mechanical Audio Storage Medium > Grooved Analog Disc > Microgroove Record;Q86816874;;;
56;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-56;Tefifon Tape;;Tefifon-Band;;47;Mechanischer Tonträger > Tefifon-Band;Mechanical Audio Storage Medium > Tefifon Tape;Q1676393;;;
57;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-57;Magnetic Audio Storage Medium;;Magnetischer Tonträger;;;Magnetischer Tonträger;Magnetic Audio Storage Medium;Q123118470;;;
58;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-58;Magnetic Audio Tape;;Magnettonband;;57;Magnetischer Tonträger > Magnettonband;Magnetic Audio Storage Medium > Magnetic Audio Tape;Q123118513;4135867-3;;
59;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-59;Open Reel Audiotape;;Spulentonband;;58;Magnetischer Tonträger > Magnettonband > Spulentonband;Magnetic Audio Storage Medium > Magnetic Audio Tape > Open Reel Audiotape;Q544858;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#OpenReelAudiotape
60;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-60;Audio Cassette;CC,MC;Kompaktkassette;;58;Magnetischer Tonträger > Magnettonband > Kompaktkassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > Audio Cassette;Q149757;4036993-6;;
61;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-61;Executive Cassette;;Executive Cassette;;58;Magnetischer Tonträger > Magnettonband > Executive Cassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > Executive Cassette;Q122763527;;;
62;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-62;Mini-Cassette;Minicassette;Minikassette;;58;Magnetischer Tonträger > Magnettonband > Minikassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > Mini-Cassette;Q1936845;;300310081;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#MiniCassette
63;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-63;Microcassette;MC;Mikrokassette;;58;Magnetischer Tonträger > Magnettonband > Mikrokassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > Microcassette;Q1509636;;;
64;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-64;Picocassette;;Picocassette;;58;Magnetischer Tonträger > Magnettonband > Picocassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > Picocassette;Q7191037;;;
65;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-65;Fidelipac;NAB cartridge;Fidelipac;;58;Magnetischer Tonträger > Magnettonband > Fidelipac;Magnetic Audio Storage Medium > Magnetic Audio Tape > Fidelipac;Q2340980;;;
66;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-66;Stereo-Pak;4-track Cartridge,4-track Tape;Stereo-Pak;4-Spur-Kassette;58;Magnetischer Tonträger > Magnettonband > Stereo-Pak;Magnetic Audio Storage Medium > Magnetic Audio Tape > Stereo-Pak;Q7611194;;;
67;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-67;8-track Tape;Stereo 8,Eight-track Cartridge;8-Spur-Kassette;Acht-Spur-Kassette;58;Magnetischer Tonträger > Magnettonband > 8-Spur-Kassette;Magnetic Audio Storage Medium > Magnetic Audio Tape > 8-track Tape;Q270171;7690297-3;300423982;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#8Track
68;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-68;Magnetic Sound Disc;Astromag;Magnettonplatte;;57;Magnetischer Tonträger > Magnettonplatte;Magnetic Audio Storage Medium > Magnetic Sound Disc;Q1416388;;;
69;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-69;Wire Recording;;Tondraht;Drahtton;57;Magnetischer Tonträger > Tondraht;Magnetic Audio Storage Medium > Wire Recording;Q116822101;;;http://pbcore.org/pbcore-controlled-vocabularies/instantiationphysical-audio-vocabulary/#WireRecording
70;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-70;Optical Audio Storage Medium;;Optischer Tonträger;;;Optischer Tonträger;Optical Audio Storage Medium;Q123118558;;;
71;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-71;Optical Sound Film;Triergon Film,Light Ray Film;Lichttonfilm;Triergon-Film;70;Optischer Tonträger > Lichttonfilm;Optical Audio Storage Medium > Optical Sound Film;Q1004803;;;
72;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-72;Digital Audio Storage Medium;;Digitaler Tonträger;;;Digitaler Tonträger;Digital Audio Storage Medium;Q123118716;;;
73;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-73;Magneto-digital Audio Storage Medium;;Magneto-digitaler Tonträger;;72;Digitaler Tonträger > Magneto-digitaler Tonträger;Digital Audio Storage Medium > Magneto-digital Audio Storage Medium;Q123118830;;;
74;https://gitlab.git.nrw/arkumu/arkumu-exchange-portal/-/wikis/controlled-vocabularies/information-storage-medium-types#information-storage-medium-type-74;DASH Open Reel Tape;;DASH-Tonband;;73;Digitaler Tonträger > Magneto-digitaler Tonträger > DASH-Tonband;Digital Audio Storage Medium > Magneto-digital Audio Storage Medium > DASH Open Reel Tape;Q497444;;;
